nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category
160,46066.1806928099,237533.262226555,36688.9271103399,Plantation,7-8 kHz
170,47651.1712832123,249358.761885199,33071.4882353444,Plantation,7-8 kHz
180,54134.9464799303,262155.548192709,47578.486082355,Plantation,7-8 kHz
190,48219.1564787608,238591.375556001,38308.280354097,Plantation,7-8 kHz
200,55375.2631113848,256079.871462814,43277.5085206422,Plantation,7-8 kHz
210,60103.8584280333,251289.895209416,38612.9175051572,Plantation,7-8 kHz
220,52789.8903808002,250074.965636733,44486.4988830029,Plantation,7-8 kHz
230,53752.0085730011,235704.834581356,40408.3725999423,Plantation,7-8 kHz
240,48613.8856104103,228457.128054751,42053.0412660282,Plantation,7-8 kHz
250,44878.7955456535,195424.777792952,40303.494043881,Plantation,7-8 kHz
260,49366.0500907151,207517.830416699,33757.9523927875,Plantation,7-8 kHz
270,49326.8544652085,210150.336254626,30888.9582728497,Plantation,7-8 kHz
280,43235.0546352689,176266.12833739,24210.4067626161,Plantation,7-8 kHz
290,25384.6162954241,121645.626991066,24244.6315554241,Plantation,7-8 kHz
300,36296.4816262015,70775.3186379414,46085.537074173,Natural_Regeneration,7-8 kHz
310,186018.874452607,232766.288955361,64389.899185772,Plantation,7-8 kHz
320,196400.466795563,442743.183082569,118253.318465061,Plantation,7-8 kHz
330,125408.910482972,298998.77419736,76113.8905608765,Plantation,7-8 kHz
340,96539.0197900565,239147.868394285,85943.1467723642,Plantation,7-8 kHz
350,95603.2066925952,193824.357910852,76003.947453127,Plantation,7-8 kHz
360,98014.5789751911,169041.903440299,71435.7709261973,Plantation,7-8 kHz
370,135749.750482888,200952.291749792,85833.5038769042,Plantation,7-8 kHz
380,112363.03967052,193801.567474049,86235.7260531271,Plantation,7-8 kHz
390,106430.001115345,163613.429529137,77829.9860481485,Plantation,7-8 kHz
400,126770.979977856,160289.020563515,99215.8313953506,Plantation,7-8 kHz
410,138858.229754933,143049.427661409,106266.82643241,Plantation,7-8 kHz
420,127565.176091856,129111.372746547,83734.7138733704,Plantation,7-8 kHz
430,117687.352790663,97284.0327457851,82100.0016677695,Plantation,7-8 kHz
440,117081.319916054,119360.660614043,84935.5014705195,Plantation,7-8 kHz
450,108691.589095735,112881.755255496,69498.6160041126,Plantation,7-8 kHz
460,117419.069844154,69975.1699533891,73934.3117907764,Reference_Forest,7-8 kHz
470,68420.2507777763,39907.1494351869,76838.6464684079,Reference_Forest,7-8 kHz
480,80199.4392151262,59794.9270802207,91025.4880276083,Reference_Forest,7-8 kHz
490,122327.628167579,86773.588339399,83426.369840267,Plantation,7-8 kHz
500,125260.7908786,94250.9478017169,76099.4374350657,Plantation,7-8 kHz
510,122396.153161638,106118.006180421,87821.6596423307,Plantation,7-8 kHz
520,135743.314508701,92643.5880688763,101910.036498499,Reference_Forest,7-8 kHz
530,105629.089477901,112854.478978309,83458.180868924,Plantation,7-8 kHz
540,117156.411834934,107386.060053262,81628.5191018494,Plantation,7-8 kHz
550,92556.6609335566,88627.3558423036,53732.4026136455,Plantation,7-8 kHz
560,90754.74657276,82987.1982490619,57476.4128025044,Plantation,7-8 kHz
570,110790.965521098,122026.329109577,66658.1318655304,Plantation,7-8 kHz
580,81205.8295821979,124403.196400274,42438.9809393166,Plantation,7-8 kHz
590,84276.2316481964,118346.051365622,65733.0113618495,Plantation,7-8 kHz
600,112217.884133759,110656.049862133,63481.4378093399,Plantation,7-8 kHz
610,114136.444360885,102479.630846133,56910.2302530592,Plantation,7-8 kHz
620,120559.110990394,114582.982982901,52058.3609382519,Plantation,7-8 kHz
630,97594.468529375,67333.3301409394,31410.9258062434,Plantation,7-8 kHz
640,103533.311381731,65473.4843228676,47444.2403705351,Plantation,7-8 kHz
650,101206.074073548,61911.5558049532,47689.671893892,Plantation,7-8 kHz
660,110055.686385279,76139.6684686098,44270.5700716267,Plantation,7-8 kHz
670,117213.919293003,71216.6372625517,35842.415628589,Plantation,7-8 kHz
680,109900.242639732,81195.2786237514,37218.556470713,Plantation,7-8 kHz
690,109954.933999392,82293.8800265563,28502.6077439668,Plantation,7-8 kHz
700,69525.506899736,70943.0205969937,38782.4281235817,Plantation,7-8 kHz
710,42821.3961847871,53396.4064705041,34944.4956713967,Plantation,7-8 kHz
720,86299.1841496559,94642.1622452901,48008.7934895659,Plantation,7-8 kHz
730,84865.7974627855,93050.5411833971,54579.0840673651,Plantation,7-8 kHz
740,58779.0043855139,46225.4051459742,41909.9174763633,Plantation,7-8 kHz
750,65007.7628995525,77969.0496599817,48705.4282164781,Plantation,7-8 kHz
760,63655.957972675,71243.6574282739,28149.8107704891,Plantation,7-8 kHz
770,55917.8993583981,67415.5900802233,29302.750366735,Plantation,7-8 kHz
780,64245.1756928682,99966.5233032327,41718.7452572125,Plantation,7-8 kHz
790,27262.6394354157,77276.8152873143,44474.5699821776,Natural_Regeneration,7-8 kHz
800,58822.4836258369,60147.4672674929,35043.3372163004,Plantation,7-8 kHz
810,80788.4600208722,71633.7767759487,31727.6284169316,Plantation,7-8 kHz
820,63036.5379809674,71584.5995177757,45239.0612370126,Plantation,7-8 kHz
830,51663.7540786351,20063.5854164723,48066.6832016363,Reference_Forest,7-8 kHz
840,38140.6081361333,27830.1648908532,49174.3736387091,Reference_Forest,7-8 kHz
850,25710.4036672416,52720.796089786,44039.0572161973,Natural_Regeneration,7-8 kHz
860,34804.5259030848,40520.0093681207,67596.2762729033,Natural_Regeneration,7-8 kHz
870,45587.2398352283,47645.9599117783,68094.4926544573,Natural_Regeneration,7-8 kHz
880,32651.4842976288,45154.9964160098,67040.092984169,Natural_Regeneration,7-8 kHz
890,33701.5470307867,73324.7924840925,49626.5448176335,Natural_Regeneration,7-8 kHz
900,28662.8243536629,51009.2854193694,62458.4693591524,Natural_Regeneration,7-8 kHz
910,35316.7441311299,26009.1057121605,79220.6785809005,Reference_Forest,7-8 kHz
920,33265.5180538544,50025.3493129451,69535.055450631,Natural_Regeneration,7-8 kHz
930,24851.6047469536,53384.3298898061,64705.3645875587,Natural_Regeneration,7-8 kHz
940,31979.6119122494,60378.5435247322,50275.0552330053,Natural_Regeneration,7-8 kHz
950,31762.3503005084,47294.0157959459,49524.9171240052,Natural_Regeneration,7-8 kHz
960,43885.7132174948,51307.0632098919,46890.5700530972,Natural_Regeneration,7-8 kHz
970,29575.1868926967,27482.8249240552,63506.5988509603,Reference_Forest,7-8 kHz
980,34285.4464891314,32554.5052459973,73303.9553890411,Reference_Forest,7-8 kHz
990,36335.9526208406,41441.1064333922,68607.1508008438,Natural_Regeneration,7-8 kHz
1000,36167.8669061161,27223.4079325237,66030.4082517159,Reference_Forest,7-8 kHz
1010,36282.0919207199,25549.8382969457,72535.9163361813,Reference_Forest,7-8 kHz
1020,28123.2002400108,31936.0142059047,56453.4602212544,Natural_Regeneration,7-8 kHz
1030,40259.221251302,27540.8735320844,48530.806042349,Reference_Forest,7-8 kHz
1040,36885.7932665886,51604.1202776752,36607.1497448141,Plantation,7-8 kHz
1050,43648.6903604559,44030.7487546682,22259.1885107789,Plantation,7-8 kHz
1060,68657.4139239352,56557.0587527741,30142.9362045099,Plantation,7-8 kHz
1070,101018.314025862,92198.6951014769,47385.6942260322,Plantation,7-8 kHz
1080,107018.420620065,171067.603361467,43593.9584118486,Plantation,7-8 kHz
1090,27040.4002471882,183655.391319723,27498.1496230403,Natural_Regeneration,7-8 kHz
1100,42605.2737336106,89362.4653456541,37075.6287215641,Plantation,7-8 kHz
1110,86134.1173829857,47630.8913569631,71448.4145482394,Reference_Forest,7-8 kHz
1120,107680.614472006,32795.2588110208,96477.3292002894,Reference_Forest,7-8 kHz
1130,143529.684040056,91912.5994784413,142545.211060054,Reference_Forest,7-8 kHz
1140,141625.42142765,94889.5414877299,148304.78824305,Reference_Forest,7-8 kHz
1150,155242.32469476,88674.6720947083,145753.831620279,Reference_Forest,7-8 kHz
1160,151258.418768866,80845.3609071315,136324.702804304,Reference_Forest,7-8 kHz
1170,148029.126380804,60977.5673518292,136877.148858179,Reference_Forest,7-8 kHz
1180,134849.282456624,52411.4253782762,131621.510673844,Reference_Forest,7-8 kHz
1190,143073.210816161,51545.1073858869,140330.525809154,Reference_Forest,7-8 kHz
1200,130140.490284936,71939.4428728428,123914.690958009,Reference_Forest,7-8 kHz
1210,115403.319475248,57945.5992311965,111862.274643136,Reference_Forest,7-8 kHz
1220,112824.992984596,68114.9455236918,110609.305431442,Reference_Forest,7-8 kHz
1230,97936.7405529439,107214.237567107,100128.826944418,Natural_Regeneration,7-8 kHz
1240,83381.7268357291,132588.846316327,86716.1460858611,Natural_Regeneration,7-8 kHz
1250,97204.9295058891,99601.9133464548,103966.186330703,Natural_Regeneration,7-8 kHz
1260,79055.2276202845,129916.129430638,77914.8746431606,Plantation,7-8 kHz
1270,81138.2411217472,124762.8684422,95506.5641118175,Natural_Regeneration,7-8 kHz
1280,98103.6133768213,105090.576541281,108087.942498178,Natural_Regeneration,7-8 kHz
1290,82223.1893623665,124206.733880501,87244.257628985,Natural_Regeneration,7-8 kHz
1300,63951.8246322375,158330.08525357,69660.5905414249,Natural_Regeneration,7-8 kHz
1310,56844.3544596611,164716.921022572,64523.3305524763,Natural_Regeneration,7-8 kHz
1320,37247.4158073373,192732.384641493,35297.6555551484,Plantation,7-8 kHz
1330,36917.6240192574,194641.983215188,25468.81050046,Plantation,7-8 kHz
1340,47909.6154988467,240581.462730134,34218.8942595891,Plantation,7-8 kHz
1350,49707.3610871092,221038.282446455,41356.0819011605,Plantation,7-8 kHz
1360,51255.7537913386,226788.590439708,45975.1788242519,Plantation,7-8 kHz
1370,37570.3691116894,247438.154741438,26285.3818974248,Plantation,7-8 kHz
1380,39239.245836947,254574.174287199,37681.3264839126,Plantation,7-8 kHz
1390,32796.2046370888,205309.877616347,37690.1232023128,Natural_Regeneration,7-8 kHz
1400,37925.446261236,231258.206598534,39421.3798868097,Natural_Regeneration,7-8 kHz
1410,38005.4049509207,205707.43136385,37175.7998084135,Plantation,7-8 kHz
1420,28635.6851430802,223361.564790788,37166.3805574226,Natural_Regeneration,7-8 kHz
1430,32162.2759940557,232852.896441507,34912.7059245959,Natural_Regeneration,7-8 kHz
1440,29365.418396712,217489.46351779,37869.1091739242,Natural_Regeneration,7-8 kHz
0,100597.203986993,79907.9972615883,105707.245687611,Reference_Forest,8-9 kHz
10,87324.5259092484,85715.4476821063,92298.6158021001,Reference_Forest,8-9 kHz
20,59278.7521609243,83336.1468335676,70701.8284467447,Natural_Regeneration,8-9 kHz
30,87919.6491965583,86142.1191659332,100039.541872698,Reference_Forest,8-9 kHz
40,62076.9310402985,79863.3798860593,63497.252005954,Natural_Regeneration,8-9 kHz
50,81016.8163544357,83378.3698019431,84362.1638211562,Natural_Regeneration,8-9 kHz
60,68181.4425025517,74600.1108643161,81737.3013610654,Natural_Regeneration,8-9 kHz
70,88681.1541946333,103315.112228999,94578.1872279019,Natural_Regeneration,8-9 kHz
80,65965.7406367946,83733.2287082396,76092.7085029623,Natural_Regeneration,8-9 kHz
90,76823.8739864406,67250.0225552185,88813.6097896114,Reference_Forest,8-9 kHz
100,74906.5164597887,62494.8302350782,86902.72555327,Reference_Forest,8-9 kHz
110,89393.6342823598,76606.684836781,92314.6590484752,Reference_Forest,8-9 kHz
120,75016.1840008044,74653.3782018891,72284.3982049686,Plantation,8-9 kHz
130,43654.8921912843,78270.2618152285,40064.168164838,Plantation,8-9 kHz
140,50187.7887737079,69939.0325219941,52689.8492449757,Natural_Regeneration,8-9 kHz
150,63538.9219460131,79670.99796418,68720.2095003789,Natural_Regeneration,8-9 kHz
160,75442.4313060885,76378.0478356705,68291.6267645304,Plantation,8-9 kHz
170,72646.1522972898,95029.5600300236,68921.0431532721,Plantation,8-9 kHz
180,57463.9939292515,100534.151056223,48969.0983014987,Plantation,8-9 kHz
190,79170.6783976502,104334.448556293,74003.3089879909,Plantation,8-9 kHz
200,63116.639732535,90127.0141095794,55739.8298017388,Plantation,8-9 kHz
210,59320.5116927942,94639.4570793555,59028.9953382572,Plantation,8-9 kHz
220,52853.9385177395,93525.7605713729,51666.9546368426,Plantation,8-9 kHz
230,44926.7756539866,84591.6137793911,50625.3160551552,Natural_Regeneration,8-9 kHz
240,55638.4606266785,89583.6874114436,58298.4634085002,Natural_Regeneration,8-9 kHz
250,39871.7920519718,79611.8948142006,44817.4652429911,Natural_Regeneration,8-9 kHz
260,16115.4231377298,103705.25328594,19717.086417823,Natural_Regeneration,8-9 kHz
270,29272.0134399781,105910.479547439,26477.0198093187,Plantation,8-9 kHz
280,25089.1381059425,83338.4247439258,36006.568466396,Natural_Regeneration,8-9 kHz
290,29369.3219415874,71959.6542196821,31274.4728698179,Natural_Regeneration,8-9 kHz
300,34495.5022347869,69793.3093184865,44243.9067707254,Natural_Regeneration,8-9 kHz
310,113648.299792424,188510.023722521,70685.4873974636,Plantation,8-9 kHz
320,115254.501998746,375021.519763821,138219.54302861,Natural_Regeneration,8-9 kHz
330,49431.3303613397,159335.176869687,84706.3743297455,Natural_Regeneration,8-9 kHz
340,54548.7890163507,145483.98860244,71022.8216701449,Natural_Regeneration,8-9 kHz
350,45323.4108219306,100157.994522108,85961.7789264679,Natural_Regeneration,8-9 kHz
360,68689.596256926,103873.261286492,89670.4965950275,Natural_Regeneration,8-9 kHz
370,82017.7865149643,117375.343779963,61115.5056647423,Plantation,8-9 kHz
380,85437.1368582373,126050.126159926,77321.2673660102,Plantation,8-9 kHz
390,63050.7647815607,109753.365775505,48798.4687564383,Plantation,8-9 kHz
400,96612.8878628758,136840.315801227,79578.5818347717,Plantation,8-9 kHz
410,123159.989067542,140954.783411781,85773.5690121718,Plantation,8-9 kHz
420,130372.894006996,136831.778813956,81635.2747039565,Plantation,8-9 kHz
430,123627.099374587,110876.653110835,87637.1433064391,Plantation,8-9 kHz
440,130457.829195285,148352.333268338,90672.9161378054,Plantation,8-9 kHz
450,120297.044523042,149051.806702265,95461.0792191626,Plantation,8-9 kHz
460,120135.750042711,86125.0820313403,81755.0215255578,Plantation,8-9 kHz
470,88140.4627634292,73640.1333393993,103574.265591296,Reference_Forest,8-9 kHz
480,108914.364048956,87642.8170922309,102689.945527708,Reference_Forest,8-9 kHz
490,108345.340264603,87756.5617133596,77652.8974268935,Plantation,8-9 kHz
500,118698.86818278,94398.384912815,77894.6746372225,Plantation,8-9 kHz
510,99739.068853204,112658.804742053,70729.476041131,Plantation,8-9 kHz
520,122028.58996633,99389.0740235073,84672.500536478,Plantation,8-9 kHz
530,72958.9634311603,87372.903446066,58705.6434886558,Plantation,8-9 kHz
540,83809.822016265,101322.000711485,55895.2663808631,Plantation,8-9 kHz
550,55487.5624638964,83977.4406577065,33449.5474526793,Plantation,8-9 kHz
560,53209.4703604,76620.0469027167,35416.1228707194,Plantation,8-9 kHz
570,72620.526383634,101453.011466621,31276.5701240408,Plantation,8-9 kHz
580,55346.4235066903,105773.426062702,27879.0116590692,Plantation,8-9 kHz
590,61883.0419842652,95560.3234727455,37421.4172736764,Plantation,8-9 kHz
600,77935.1237942971,86726.5279342031,37236.1555865314,Plantation,8-9 kHz
610,77446.790371494,88833.0677380326,51786.7618526954,Plantation,8-9 kHz
620,86696.5035247151,94283.4584557899,44703.1681640976,Plantation,8-9 kHz
630,62867.2021771165,35181.7997781452,35669.2836259417,Reference_Forest,8-9 kHz
640,58364.9559951532,19827.0238209403,34044.0363423303,Reference_Forest,8-9 kHz
650,57262.5793174588,29897.6978747614,28095.7505869555,Plantation,8-9 kHz
660,62445.0639361592,42231.9813056696,25221.0202045338,Plantation,8-9 kHz
670,63292.9188675717,33351.0724187521,33868.7141365727,Reference_Forest,8-9 kHz
680,56948.6560852151,44156.6033886935,27531.3648918138,Plantation,8-9 kHz
690,51484.4848740384,48961.9422347619,18721.4382359751,Plantation,8-9 kHz
700,23560.2137401536,35266.2009384944,44332.7338230372,Natural_Regeneration,8-9 kHz
710,34402.6919606793,19917.4202307166,44025.6337779072,Reference_Forest,8-9 kHz
720,50728.2950149395,54886.3375766531,28625.9307720024,Plantation,8-9 kHz
730,46355.651180602,60096.5090389512,34352.2023270404,Plantation,8-9 kHz
740,34330.5101991513,40103.8704759235,36032.5165021622,Natural_Regeneration,8-9 kHz
750,35855.3665756873,48161.9631803808,39357.4845791257,Natural_Regeneration,8-9 kHz
760,30639.1899046295,56876.6319670563,30109.1002755734,Plantation,8-9 kHz
770,16344.3674392298,36912.8172336645,40619.7044949557,Natural_Regeneration,8-9 kHz
780,25963.0466051217,57392.724299156,33343.7883724555,Natural_Regeneration,8-9 kHz
790,32898.737391076,25451.2831938456,52466.3384822838,Reference_Forest,8-9 kHz
800,32332.1434583591,49745.8872979063,35583.3206243116,Natural_Regeneration,8-9 kHz
810,40122.7763163278,35198.2400431571,37707.6611882289,Reference_Forest,8-9 kHz
820,39250.168097484,51855.5133070555,39316.1123643121,Natural_Regeneration,8-9 kHz
830,32953.3894617158,28107.3366224246,52268.5468064237,Reference_Forest,8-9 kHz
840,40068.4993539828,37194.4143611381,63897.849844273,Reference_Forest,8-9 kHz
850,31461.6183132083,25015.732081185,47828.6854914971,Reference_Forest,8-9 kHz
860,56038.8802050858,25283.6211247864,66897.9852839804,Reference_Forest,8-9 kHz
870,64581.8932088733,31906.6809174002,71067.7273128939,Reference_Forest,8-9 kHz
880,50929.5296220846,34711.2289567954,73735.6295515082,Reference_Forest,8-9 kHz
890,38355.1785706405,43572.2253852109,71489.8719320195,Natural_Regeneration,8-9 kHz
900,39096.4144961315,24828.8525114516,78573.4050379485,Reference_Forest,8-9 kHz
910,57909.9765945541,36751.2641540653,94095.970965824,Reference_Forest,8-9 kHz
920,42109.2040657833,29959.3946921178,72395.1317203065,Reference_Forest,8-9 kHz
930,26421.8361904128,36965.7872311247,60704.0551684176,Natural_Regeneration,8-9 kHz
940,34945.5917872799,17752.2492013119,63072.7870054542,Reference_Forest,8-9 kHz
950,31020.8017694028,22420.9984612838,68767.2863110689,Reference_Forest,8-9 kHz
960,39400.5197862595,29430.4003496183,57085.9551928963,Reference_Forest,8-9 kHz
970,40855.5715495404,21529.7736663655,63029.3948626515,Reference_Forest,8-9 kHz
980,41724.7737976111,23924.0375751261,73217.7604540994,Reference_Forest,8-9 kHz
990,38646.4759533649,49723.1043776363,59198.2388141656,Natural_Regeneration,8-9 kHz
1000,39665.8264760954,37781.0499277634,76066.878510246,Reference_Forest,8-9 kHz
1010,36522.1681160304,26837.0771360414,86683.6932676647,Reference_Forest,8-9 kHz
1020,33910.6472751061,27507.8804816705,52300.4058018418,Reference_Forest,8-9 kHz
1030,22425.1542220637,27993.9980214406,31150.3766117425,Natural_Regeneration,8-9 kHz
1040,38423.7158367024,69697.5706506968,39036.5537906886,Natural_Regeneration,8-9 kHz
1050,59323.7200004388,68349.7666350197,35036.2080016208,Plantation,8-9 kHz
1060,75853.633773772,108699.702198916,56985.3174156254,Plantation,8-9 kHz
1070,156505.655821357,173538.28735979,76903.6600651512,Plantation,8-9 kHz
1080,185199.317578013,265866.168066783,67663.8094891266,Plantation,8-9 kHz
1090,50047.0572833414,271406.748077066,33800.2365296874,Plantation,8-9 kHz
1100,20378.7714231227,119711.607033159,20242.3004811343,Plantation,8-9 kHz
1110,58434.6261666204,61797.5071596974,39956.8960615766,Plantation,8-9 kHz
1120,120621.782157199,44481.7171596668,116231.957285139,Reference_Forest,8-9 kHz
1130,151253.584720728,111051.512985038,159281.851409212,Reference_Forest,8-9 kHz
1140,144651.29775714,111252.868707995,165762.79904388,Reference_Forest,8-9 kHz
1150,149967.466742538,130897.788980429,173191.251965275,Reference_Forest,8-9 kHz
1160,141509.16150988,116876.755917608,164291.628370192,Reference_Forest,8-9 kHz
1170,140136.478756463,115114.741380855,166433.66880233,Reference_Forest,8-9 kHz
1180,141910.181311016,116415.785159681,165253.941234892,Reference_Forest,8-9 kHz
1190,125914.664184786,102082.015099047,141343.738777201,Reference_Forest,8-9 kHz
1200,126995.104451373,97132.5328019591,136449.146174767,Reference_Forest,8-9 kHz
1210,137844.241192827,125525.154738399,155657.380713326,Reference_Forest,8-9 kHz
1220,113352.217933238,105537.256499707,127443.066225642,Reference_Forest,8-9 kHz
1230,105724.978366254,107422.112685251,122893.148441746,Natural_Regeneration,8-9 kHz
1240,99360.3251061285,87991.9565553548,108263.695543733,Reference_Forest,8-9 kHz
1250,110754.166208131,87056.3455140134,122047.02089382,Reference_Forest,8-9 kHz
1260,84025.519893076,73853.7133055506,104449.583683892,Reference_Forest,8-9 kHz
1270,105626.053285171,105361.297500469,118038.732645538,Reference_Forest,8-9 kHz
1280,128979.805958544,130520.420243639,131348.671918646,Natural_Regeneration,8-9 kHz
1290,132300.413682455,131152.238463428,135971.242192415,Reference_Forest,8-9 kHz
1300,98321.0065897297,124966.437206877,103231.141262165,Natural_Regeneration,8-9 kHz
1310,128227.037838967,157302.197708455,133805.1355483,Natural_Regeneration,8-9 kHz
1320,107586.043676647,102849.409094189,109214.131118137,Reference_Forest,8-9 kHz
1330,69091.6074228718,89571.0070170635,73556.8019316226,Natural_Regeneration,8-9 kHz
1340,84130.8880514602,99428.5138641949,86574.3740264982,Natural_Regeneration,8-9 kHz
1350,89007.5055997525,105000.05892149,83720.9773939439,Plantation,8-9 kHz
1360,95049.7807608275,101240.814451232,95103.4631726909,Natural_Regeneration,8-9 kHz
1370,65559.6875179686,89432.6952989592,65529.0423716391,Plantation,8-9 kHz
1380,54817.4018020115,84854.1395734092,54052.4749983424,Plantation,8-9 kHz
1390,81432.1917510408,100148.617058205,87015.6262825434,Natural_Regeneration,8-9 kHz
1400,76273.086634041,102016.728193218,83204.1849260247,Natural_Regeneration,8-9 kHz
1410,78274.6068717354,92753.0328157763,85758.6145723294,Natural_Regeneration,8-9 kHz
1420,94487.1864256369,92366.9840887131,92569.1127953392,Reference_Forest,8-9 kHz
1430,84357.8200124074,118280.553028055,94977.9649517727,Natural_Regeneration,8-9 kHz
1440,91020.2046160909,115164.346633406,108476.933815118,Natural_Regeneration,8-9 kHz
